Company,Role,Clean Location,Minimum Experience,Maximum Experience,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Skill 6,Skill 7,Skill 8
edge executive search pvt. ltd.,consultant – commercial analyst,['bangalore'],4,9,commercial,sales analysis,database,data analysis,data analysis,sql,,
accenture solutions pvt ltd,country controllership analyst,['pan india'],3,6,payroll processing,provident fund,income tax,tax calculation,consulting,hr,data analysis,taxation
6sense,financial analyst,['remote'],1,3,machine learning,data analysis,us gaap,sales,process improvement,financial planning,wellness,business strategy
mynd property management,real estate underwriting analyst,['remote'],2,7,data analysis,san,data science,data analysis,underwriting,property management,customer experience,financial modelling
ai workspace,quality analyst - ophthalmology,['kolkata'],2,4,data analysis,diagnostics,quality analyst,internet research,machine learning,agile,ophthalmology,data entry
devoted health,clinical management analyst,['remote'],1,4,outbound,health insurance,sms,clinical development,healthcare,json,healthcare analytics,data analysis
accenture solutions pvt ltd,analytics and modeling analyst,['pan india'],3,5,business process,data analysis,microsoft excel,consulting,programming,manager technology,computer application,micorsoft word
ascent hr services,senior equity research analysts in multiple sectors,['delhi'],4,9,investment research,business concepts,valuation,accounting,finance,data analysis,equity research analysis,industry research
chrisel technolab,python developer with ai & ml,['vasai'],2,7,computer science,object oriented design,cloud computing,architecture,coding,application programming,artificial intelligence,machine learning
medabyss rcm healthcare services private limited,ar analyst,['chennai'],1,3,prior authorization,eligibility verification,e-care,data matrix,precertification,insurance verification,flat world,medical billing
east india securities ltd,quant research analyst,['kolkata'],1,5,deep learning,data analysis,fixed income,machine learning,market data,corporate finance,research,research analyst
sword global (india) pvt ltd,erp support analyst - dynamic 365,['chennai'],5,8,dynamics 365,emerging technologies,business growth,data management,power tools,technical specifications,release management,
rialtic,product analyst,['remote'],1,4,product analyst,data analysis,operational excellence,share market,market intelligence,healthcare,market research,management
edge executive search pvt. ltd.,consultant – commercial analyst,['bangalore'],4,9,commercial,sales analysis,database,data analysis,data analysis,sql,,
accenture solutions pvt ltd,country controllership analyst,['pan india'],3,6,payroll processing,provident fund,income tax,tax calculation,consulting,hr,data analysis,taxation
angel & genie,python developer,['noida'],3,8,computer science,training,backend,web services,web technologies,hp data protector,wordpress,debugging
gxx india private limited,"hiring python developers with g10x, kochi.",['ernakulam'],6,10,it skills,python,php,cloud,aws,data transformation,cd,data quality
accenture solutions pvt ltd,analytics & modelling analyst,['pan india'],2,5,automation,manager quality assurance,gcp,consulting,sales process,qlikview,data analysis,data analysis
healthreflect,python developer,['jaipur'],2,3,computer science,nosql,linux,django,machine learning,data structures,natural language processing,big data
natwest group,customer service & operations analyst,['new delhi'],5,10,operations analyst,customer service operations,backend operations,banking,data quality,customer service,subject matter expert,customer experience
sbsol digital pvt ltd,python developer freelance / contract,['kochi'],3,8,css,web technologies,xml,mysql,javascript,php,json,html
directech labs,product performance analyst,['remote'],2,4,it skills,data science,data analysis,project analysis,data analysis,microsoft excel,web technologies,performance analyst
rethinkux,machine learning engineer,['remote'],2,5,it skills,python,machine learning,product management,computer vision,data analysis,pdf,image processing
hubino technologies pvt ltd,machine learning engineer,['chennai'],2,5,it skills,machine learning,computer vision,algorithms,image processing,technical,functions,quality operations
transunion software services pvt. ltd,machine learning engineer,['chennai'],4,8,it skills,java,python,machine learning,big data,unix,c++,linux
docketrun,full stack developer & machine learning,"['dharwad', 'hubli']",2,7,performance tuning,opencv,web development,machine learning,cloud,mongodb,data analysis,aws
sentieo,principal engineer,['new delhi'],6,8,system architecture,front end,coding,machine learning,data processing,html,mongodb,ruby
ducen it pvt. ltd.,tech lead ui react,['chennai'],8,13,it skills,testing,react.js,javascript,san,automation,front end,french
vehant technologies private limited,lead-software developer (c++) at it product based company -noida 57,"['noida', 'delhi', 'ghaziabad']",7,12,c++,algorithms,multithreading,stl,qt,communication skills,data structure,c++ programming
vehant technologies private limited,lead -full stack developer at it product based company -noida-57,['noida'],7,12,angularjs,node.js,full stack developer,css,express,postgresql,html,json
career makers,"r&d - nlp, machine learning (java, c#, c )",['new delhi'],5,10,data analysis,algorithms,python,java,software design,data structures,perl,agile
jmoon technologies pvt. ltd.,machine learning engineer,['delhi'],2,5,computer science,project development,c++,machine learning,javascript,deployment,internship,robotics
hrdevi talent acquisition,artificial intelligence & machine learning lead,['thane'],6,7,storage servers,san,cisco certification,itsm,itil,ms office,sub-system,six sigma
quovantis technologies,techical lead java,['noida'],6,9,it skills,java,machine learning,html,css,jenkins,hibernate,jquery
quovantis technologies,technical architect,['noida'],12,17,it skills,java,python,machine learning,big data,aws,power bi,solution architecture
semusi pte ltd,machine learning smartphone developer,['noida'],2,7,it skills,machine learning,assembly language,six sigma,pmp,c,javascript,real time operating systems
career makers,"r&d - nlp, machine learning (java, c#, c )","['delhi', 'new delhi']",5,10,algorithms,python,c,code,solid,technical,software,software design
career makers,"r&d - nlp, machine learning (java, c#, c )","['delhi', 'new delhi']",5,10,algorithms,python,c,code,solid,technical,software,software design
shiv nadar university,center for informatics,['noida'],2,6,center for informatics,java,c,c,python,,,
career makers,"r&d - nlp, machine learning (java, c#, c )",['new delhi'],3,8,algorithms,python,c,code,solid,technical,software,software design
bringle excellence,machine learning internship,['thane'],2,6,computer science,data analysis,intern,machine learning,tools,machine learning,big data,internship
bringle excellence,machine learning developer,['thane'],2,4,unix,algorithms,linux,machine learning,communication skills,tools,natural language processing,j2ee
career makers,"r&d - nlp, machine learning (java, c#, c )","['delhi', 'new delhi']",5,10,algorithms,python,c,code,solid,technical,software,software design
career makers,"r&d - nlp, machine learning (java, c#, c )","['delhi', 'new delhi']",5,10,algorithms,python,c,code,solid,technical,software,software design
shiv nadar university,center for informatics,['noida'],2,6,center for informatics,java,c,c,python,,,
career makers,"r&d - nlp, machine learning (java, c#, c )",['new delhi'],3,8,algorithms,python,c,code,solid,technical,software,software design
bringle excellence,machine learning internship,['thane'],2,6,computer science,data analysis,intern,machine learning,tools,machine learning,big data,internship
bringle excellence,machine learning developer,['thane'],2,4,unix,algorithms,linux,machine learning,communication skills,tools,natural language processing,j2ee
hackveda,machine learning engineer,['noida'],2,5,application design,deep learning,web application,machine learning,programming,data structures,python,
codersarts,machine learning expert,['noida'],3,7,it skills,python,machine learning,computer vision,deep learning,coding,neural networks,django
power business services,machine learning engineer,['pan india'],2,7,algorithm development,artificial intelligence,classification,natural language processing,neural networks,computer vision,machine learning,
identh consolidated,machine learning expert,['kolkata'],1,6,it skills,python,machine learning,aws,machine learning expert,,,
doxel,machine learning engineer,['pan india'],2,5,computer science,computer vision,deep learning,automation,publishing,neural networks,machine learning,data collection
multicoreware,sw engineer - ros driver design,['chennai'],8,12,rtos,ubuntu,computer vision,c++,linux,soc,machine learning,qnx
insilico,software engineer,['pan india'],2,5,web application development,automation,web technologies,machine learning,infrastructure,programming,healthcare,research
